#{"t_start": 1779067148.4971375, "env_id": "None"}
r,l,t
-0.081148,100,468.761286
0.197903,25,468.882525
0.540497,33,469.045155
-0.20841,100,469.53135
-0.403399,100,470.015563
-0.977228,100,470.492601
-0.583532,100,470.971186
0.316033,68,471.300339
0.287301,19,471.392263
0.374819,39,471.576767
0.215973,25,471.697899
0.226815,59,471.98929
-0.230651,75,472.347246
0.008975,100,472.836175
0.257844,59,473.117762
0.179842,8,473.160437
0.302101,72,473.506695
0.258139,66,473.820244
0.363541,42,474.023327
-0.012408,100,474.505487
-0.083209,100,474.994983
0.163534,82,475.388539
0.411726,42,475.591399
-0.290104,100,476.063942
-0.333936,71,476.403637
-0.085768,100,476.88335
-0.263646,54,477.139344
0.24981,7,477.175608
0.298381,68,477.509614
-0.027954,51,477.760723
0.183214,49,478.000698
0.122066,31,478.148614
0.058838,85,478.563823
0.312914,54,478.829156
0.295397,58,479.10728
0.223051,15,479.181154
0.093011,7,479.215093
0.288095,50,479.450734
-0.089609,96,479.906645
-0.183454,34,480.068261
0.00935,2,480.07902
0.21479,25,480.198236
-0.658712,100,480.670711
-0.102982,100,481.153507
-0.100587,100,481.631689
0.102577,74,481.990314
0.14196,13,482.052585
-0.264064,100,482.53435
0.099294,27,482.670749
0.266161,73,483.020076
0.362755,57,483.306685
-0.006405,100,483.780342
